iter	MultiClass
0	2.524672164
1	2.199848648
2	1.908454378
3	1.719988541
4	1.555747647
5	1.403370482
6	1.287552955
7	1.191754756
8	1.102959504
9	1.023542359
10	0.9530139519
11	0.8875535989
12	0.8273613421
13	0.7744745766
14	0.7250975207
15	0.6785714005
16	0.6399102271
17	0.6082728275
18	0.5748083364
19	0.5465497105
20	0.5181638781
21	0.4901687909
22	0.4659099904
23	0.4424578761
24	0.4209456204
25	0.4011817284
26	0.3850009299
27	0.3660042069
28	0.3517898255
29	0.3374001474
30	0.322796425
31	0.3114263046
32	0.2984706727
33	0.2862147322
34	0.2772493226
35	0.2681368898
36	0.2587859848
37	0.2484796243
38	0.2396729241
39	0.2321421495
40	0.2251711241
41	0.2187090725
42	0.2108782067
43	0.2043260196
44	0.196759797
45	0.1918885062
46	0.185879107
47	0.1800640052
48	0.174967818
49	0.1693569274
50	0.1646471567
51	0.1597053759
52	0.1548141889
53	0.1509161029
54	0.1471973103
55	0.1431785037
56	0.1398567483
57	0.1365613799
58	0.1337487348
59	0.1305056834
60	0.1278864648
61	0.1251298412
62	0.122137308
63	0.1195730718
64	0.116894532
65	0.1142451133
66	0.1119001514
67	0.1098403673
68	0.1075150639
69	0.1058307611
70	0.1033342323
71	0.1007016645
72	0.09927067436
73	0.09656092811
74	0.09484515703
75	0.09314469756
76	0.09139221281
77	0.08984208276
78	0.0885352506
79	0.08721538452
80	0.0859382418
81	0.08457678662
82	0.08347725949
83	0.08223114234
84	0.08097390956
85	0.07928133061
86	0.07805625891
87	0.07695575936
88	0.07597332458
89	0.07488606728
90	0.07356396863
91	0.07269556103
92	0.07194752028
93	0.07092363746
94	0.06949644427
95	0.06842114061
96	0.06763463961
97	0.06671672146
98	0.06585669254
99	0.06502114598
100	0.06436099994
101	0.06365964464
102	0.06286327795
103	0.06177382674
104	0.06111184107
105	0.06046651658
106	0.059789602
107	0.05901716211
108	0.05833802476
109	0.0576807886
110	0.05710686398
111	0.0565736819
112	0.0560096834
113	0.05554274812
114	0.05476781449
115	0.05391619251
116	0.05339994132
117	0.0527708126
118	0.05210856998
119	0.05160773825
120	0.05114226637
121	0.05072189728
122	0.05013467762
123	0.04960490268
124	0.04914830248
125	0.04856539565
126	0.04795096421
127	0.04733081395
128	0.04664597713
129	0.04621151887
130	0.04566292199
131	0.04529368606
132	0.0448794484
133	0.04454718206
134	0.04422167773
135	0.0436150907
136	0.04325856344
137	0.04291067384
138	0.04265585461
139	0.04230914527
140	0.0420224425
141	0.04166292876
142	0.0410151013
143	0.04079779713
144	0.04026031516
145	0.03995735628
146	0.0395617026
147	0.0392443681
148	0.03898513251
149	0.03869414652
150	0.03823807272
151	0.0378748054
152	0.0376641383
153	0.03737346567
154	0.037127635
155	0.03691344327
156	0.03671760162
157	0.03648768733
158	0.03618437715
159	0.03585685749
160	0.03564113301
161	0.03537114172
162	0.03510642392
163	0.03474993468
164	0.03449924769
165	0.0341968706
166	0.03396367529
167	0.03362491297
168	0.03340853566
169	0.03317503368
170	0.03292423022
171	0.0325515618
172	0.03237121426
173	0.03204274534
174	0.03183935885
175	0.03162680835
176	0.03124432441
177	0.03095822608
178	0.03079694503
179	0.03061592188
180	0.03042374269
181	0.03027429428
182	0.02994638721
183	0.02983432175
184	0.02970884047
185	0.02956706121
186	0.02938624714
187	0.02904929258
188	0.02889925311
189	0.02869761766
190	0.02842560988
191	0.02826743639
192	0.02810459524
193	0.02795711505
194	0.02781700026
195	0.02755060541
196	0.02739019333
197	0.02717703602
198	0.0270387911
199	0.02690944996
200	0.02658341599
201	0.02643543293
202	0.0262377066
203	0.02611444858
204	0.02601581677
205	0.02577514103
206	0.02566655271
207	0.02555006127
208	0.02544564933
209	0.02530509256
210	0.02517842448
211	0.0250346694
212	0.02486472764
213	0.02468631389
214	0.02449865974
215	0.02438207559
216	0.02421914687
217	0.02409266771
218	0.02388367394
219	0.02369762016
220	0.02355139641
221	0.02344634552
222	0.02329367695
223	0.02317929426
224	0.0230986993
225	0.02301180011
226	0.02292329878
227	0.02279750769
228	0.02272998181
229	0.02263058
230	0.02250458617
231	0.02241641095
232	0.02222752044
233	0.02209364479
234	0.02197585836
235	0.02191459823
236	0.02185918815
237	0.0217308131
238	0.02164812903
239	0.02155418472
240	0.02145596954
241	0.02134819487
242	0.02125611897
243	0.02115741363
244	0.02101579974
245	0.02092596511
246	0.02083469572
247	0.02074200008
248	0.02067763377
249	0.02060709713
250	0.02051393935
251	0.0203573035
252	0.0202767982
253	0.0202109014
254	0.02012017542
255	0.02004885748
256	0.01994783847
257	0.01988218497
258	0.01983179501
259	0.01976784807
260	0.01968979707
261	0.0196207343
262	0.01957162923
263	0.01949315674
264	0.01938519008
265	0.01929833085
266	0.01919954549
267	0.01908818431
268	0.01903434128
269	0.01893007833
270	0.01888163162
271	0.01876399436
272	0.01870536886
273	0.01860857745
274	0.01854376463
275	0.01846707863
276	0.01840116488
277	0.01832417814
278	0.01822376929
279	0.01812609778
280	0.0180575829
281	0.01796706044
282	0.01789091377
283	0.01781450682
284	0.01775867798
285	0.01769514357
286	0.01757158762
287	0.01748230572
288	0.01738235621
289	0.01729398469
290	0.01718819861
291	0.01711651991
292	0.0169841573
293	0.01692108608
294	0.01680276581
295	0.01674810875
296	0.01669575299
297	0.01664620039
298	0.01658095586
299	0.01652642782
300	0.01648783572
301	0.01643940838
302	0.01635193888
303	0.01629401235
304	0.01622458905
305	0.01612567002
306	0.01608379621
307	0.0160200697
308	0.01598091932
309	0.01593907881
310	0.01589130091
311	0.01584637304
312	0.01577813231
313	0.01573221745
314	0.01565261524
315	0.01559876368
316	0.01555604919
317	0.01550914245
318	0.01545964559
319	0.01542012025
320	0.01536301633
321	0.01532678512
322	0.01526092228
323	0.01520820647
324	0.01514754895
325	0.01508684579
326	0.01498217912
327	0.01494128214
328	0.01487554129
329	0.01484060216
330	0.01480154791
331	0.01476968214
332	0.0147255896
333	0.01468324742
334	0.01462836835
335	0.01452396547
336	0.01444958592
337	0.01434757844
338	0.01428173334
339	0.01424436577
340	0.01420967108
341	0.01415893067
342	0.01412822923
343	0.01408004095
344	0.01400438056
345	0.01395842805
346	0.0139160639
347	0.01389370912
348	0.01385708036
349	0.01379885665
350	0.01375197459
351	0.01371081005
352	0.0136639071
353	0.01362714475
354	0.01358854607
355	0.01356896415
356	0.01353620302
357	0.01350360215
358	0.0134563686
359	0.01341735017
360	0.01338206997
361	0.01333323475
362	0.01329271496
